Angle Name,Trial ID,Time,Value,Euler,angerror
R_Arm[1] max vel,11,102.04666666666668,82.32695864474738,11.094202573955313,37.48423283045227
R_Arm[1] max vel,12,109.12666666666668,19.39805935878824,6.777141238786521,28.99491399474583
R_Arm[1] max vel,13,122.06,-22.02661481423409,10.055095146584849,26.50627843636497
R_Arm[1] max vel,14,137.90666666666667,44.00830292152469,9.828229651628208,34.34002072596444
R_Arm[1] max vel,15,146.07333333333332,-4.109406828809125,9.291964868072451,9.62067616607466
R_Arm[1] max vel,16,153.38,73.10398294880677,14.98273485530986,27.0503451532919
R_Arm[1] max vel,17,159.90666666666667,4.92919906724039,10.445011385886843,10.273905824480664
R_Arm[1] max vel,18,168.08,-34.99443191158642,9.900913369155104,16.32589207690289
R_Arm[1] max vel,19,175.75333333333333,-5.16695663707248,18.005544019870744,-5.733392759240793
R_Arm[1] max vel,20,181.92666666666668,33.793697407961936,16.748717496175935,14.24596140432709
R_Arm[1] max vel,21,188.7733333333333,-62.39340079397682,15.354729633661842,4.018091837019881
R_Arm[1] max vel,22,194.45333333333332,-14.60191708033491,13.734194152409296,1.789830371184742
R_Arm[1] max vel,23,200.3,-18.944339520276973,13.724768980187957,0.7474298200505558
R_Arm[1] max vel,24,205.75333333333333,61.72525729593457,11.212925878624649,4.916405993809079
R_Arm[1] max vel,25,212.6533333333333,69.27490770134486,11.999763864592095,0.0986121207086867
R_Arm[1] max vel,26,219.86666666666667,-38.06029518415624,9.69495361937291,8.948002052127592
R_Arm[1] max vel,27,228.53333333333333,69.34441864689097,2.992198221553438,6.114922763029966
R_Arm[1] max vel,28,235.6,78.44553233228491,4.768872436960035,2.592424562181592
R_Arm[1] max vel,29,242.14,61.53171208553875,8.76255057610431,4.358994175694718
R_Arm[1] max vel,30,251.66,36.991456291555146,8.429929243626859,5.488499386432991
R_Arm[1] max vel,31,261.12,80.38965425361792,2.4042226558979234,4.121680416745761
R_Arm[1] max vel,32,268.3666666666667,80.16561188173581,2.07967516552689,15.93218861267104
R_Arm[1] max vel,33,275.46,-26.37142495893133,3.484473865708781,7.555070735439159
R_Arm[1] max vel,34,281.24666666666667,-49.59616233379806,7.347773966553952,11.830922955581585
R_Arm[1] max vel,35,288.6,39.95750221203966,7.554228798349379,0.3101182345333271
R_Arm[1] max vel,36,298.4066666666667,-43.42944975785869,2.2890291149485544,-0.1298415478970724
R_Arm[1] max vel,37,305.32,-22.905779585825027,9.428354245043854,11.878139752098647
R_Arm[1] max vel,38,315.5133333333333,-26.961271252916287,4.299656319922633,9.89737421409282
R_Arm[1] max vel,39,320.64666666666665,103.21373161589663,4.196517383161753,5.717795735804771
R_Arm[1] max vel,40,327.05333333333334,96.27219812082654,8.43152743215515,0.0084214998441396
R_Arm[1] max vel,41,334.02,-49.874929060444,3.520522285905645,10.758121721975629
R_Arm[1] max vel,42,339.25333333333333,104.9729250473926,2.8459386210306747,10.493257583988225
R_Arm[1] max vel,43,346.11333333333334,-34.24912665197015,7.079441016151247,6.423581278151474
R_Arm[1] max vel,44,351.8933333333333,78.31808758509447,-1.013721897872947,2.605968062582484
R_Arm[1] max vel,45,358.17333333333335,35.89894251417279,4.988617492790279,6.364268074014561
R_Arm[1] max vel,46,364.79333333333335,-42.53047251772763,7.112837491791562,10.571978124685444
R_Arm[1] max vel,47,372.16,35.88610395940805,7.723494215030256,1.6695419144599413
R_Arm[1] max vel,48,382.34,-46.63637138567617,0.7418699441067713,11.930834701274035
R_Arm[1] max vel,49,387.9866666666667,34.80084207524565,6.687076801698597,0.986292239097594
R_Arm[1] max vel,50,396.26,88.87871485089012,2.088801666688918,5.785817953199356
R_Arm[1] max vel,51,403.0933333333333,114.26316549557724,8.30503586587295,7.3640565398200835
