Angle Name,Trial ID,Time,Value,Euler,angerror
Pelvis[2] max vel,11,102.12,-8.88546677487576,-49.4631026879588,37.48423283045227
Pelvis[2] max vel,12,109.22666666666667,-2.786133570921741,-49.19444655012215,28.99491399474583
Pelvis[2] max vel,13,123.01333333333334,-2.397854966697442,-48.94565539653441,26.50627843636497
Pelvis[2] max vel,14,136.65333333333334,2.3169987621610506,-48.8139877030665,34.34002072596444
Pelvis[2] max vel,15,146.66,2.917662742997704,-49.34439215854892,9.62067616607466
Pelvis[2] max vel,16,153.52666666666667,6.990183230543468,-48.44296989863857,27.0503451532919
Pelvis[2] max vel,17,159.69333333333333,3.4583672692936687,-49.909520640021285,10.273905824480664
Pelvis[2] max vel,18,168.36,2.642758564845085,-49.91661130107266,16.32589207690289
Pelvis[2] max vel,19,176.03333333333333,-1.7571730225922615,-49.61745792009568,-5.733392759240793
Pelvis[2] max vel,20,181.84,5.003396684834322,-49.50896739120268,14.24596140432709
Pelvis[2] max vel,21,188.22666666666663,-1.8637945157939968,-49.724068148569344,4.018091837019881
Pelvis[2] max vel,22,194.02,-2.548932301094344,-49.743296433668064,1.789830371184742
Pelvis[2] max vel,23,200.2,-4.602052737766242,-49.7422620326641,0.7474298200505558
Pelvis[2] max vel,24,205.46666666666667,7.259583448487576,-47.27232528035673,4.916405993809079
Pelvis[2] max vel,25,212.6266666666667,-5.725884876808447,-47.48300225252254,0.0986121207086867
Pelvis[2] max vel,26,219.20666666666668,1.5157726460450174,-48.55755694541147,8.948002052127592
Pelvis[2] max vel,27,228.14666666666668,9.71560184814346,-47.47369290892158,6.114922763029966
Pelvis[2] max vel,28,235.24,8.468522988475865,-47.60951168422084,2.592424562181592
Pelvis[2] max vel,29,242.57333333333327,-2.165156629411361,-48.303649475831705,4.358994175694718
Pelvis[2] max vel,30,251.41333333333333,2.140163234234981,-48.45258880539431,5.488499386432991
Pelvis[2] max vel,31,260.8666666666667,6.438221674781696,-47.90136534526759,4.121680416745761
Pelvis[2] max vel,32,268.05333333333334,11.202989719857172,-48.20363485243864,15.93218861267104
Pelvis[2] max vel,33,275.2733333333333,-8.92587187825336,-46.03470521631044,7.555070735439159
Pelvis[2] max vel,34,281.4866666666667,13.038322789737707,-45.03768782837489,11.830922955581585
Pelvis[2] max vel,35,287.97333333333336,2.8337084222822058,-48.470320125732805,0.3101182345333271
Pelvis[2] max vel,36,298.44,6.720114982697041,-46.88448097980438,-0.1298415478970724
Pelvis[2] max vel,37,304.52666666666664,2.4663509833911457,-48.30744646037344,11.878139752098647
Pelvis[2] max vel,38,315.17333333333335,-8.695202728386661,-45.56695668303291,9.89737421409282
Pelvis[2] max vel,39,321.31333333333333,-4.718517515411418,-48.16206060141925,5.717795735804771
Pelvis[2] max vel,40,326.9866666666667,-8.317104675812768,-45.76393807099412,0.0084214998441396
Pelvis[2] max vel,41,333.70666666666665,-5.141756066886971,-48.23447065093543,10.758121721975629
Pelvis[2] max vel,42,339.8333333333333,-4.360357780561908,-46.77593445826259,10.493257583988225
Pelvis[2] max vel,43,346.11333333333334,-9.448375138787396,-47.216899896165685,6.423581278151474
Pelvis[2] max vel,44,351.5466666666667,11.818943703668166,-47.77259614967017,2.605968062582484
Pelvis[2] max vel,45,358.62666666666667,-5.254036619401809,-46.15151126822207,6.364268074014561
Pelvis[2] max vel,46,365.0933333333333,4.491496861444284,-47.5482655445843,10.571978124685444
Pelvis[2] max vel,47,373.18666666666667,2.053467938673563,-47.951013064057385,1.6695419144599413
Pelvis[2] max vel,48,381.9933333333333,-9.243364216869628,-45.355091772413935,11.930834701274035
Pelvis[2] max vel,49,387.6333333333333,-2.304519872021399,-47.72221839800959,0.986292239097594
Pelvis[2] max vel,50,396.3333333333333,6.626233457285493,-46.109272543121634,5.785817953199356
Pelvis[2] max vel,51,402.8133333333333,5.442816569678344,-46.66249646251895,7.3640565398200835
Pelvis[2] max vel,52,409.6666666666667,-10.839540077828785,-46.15674702386954,3.57747534364858
Pelvis[2] max vel,53,415.9,14.622379054525403,-43.95950842635811,6.297354049033771
Pelvis[2] max vel,54,422.44,-10.367453019295477,-44.65707342966268,5.195145558808946
Pelvis[2] max vel,55,428.68,13.842283073301427,-45.11065381439766,3.631166478815935
Pelvis[2] max vel,56,435.9933333333333,11.549949380016855,-45.21978361935232,3.807296331747153
Pelvis[2] max vel,57,443.76666666666665,-2.679947699198491,-47.8595928840392,5.136303428248127
Pelvis[2] max vel,58,454.36,5.964742909964648,-46.340787753306834,3.9966541554885566
Pelvis[2] max vel,59,461.18666666666667,4.369866728072498,-45.27978788127868,-0.2089151012888237
Pelvis[2] max vel,60,467.3333333333333,6.802479389625852,-47.05356932254429,-1.6500117817998046
Pelvis[2] max vel,61,481.32,-8.541794658504992,-45.54755540155266,18.39037764155357
Pelvis[2] max vel,62,487.3333333333333,-7.451597400208466,-47.137105108092015,4.505338438038422
Pelvis[2] max vel,63,493.24,-3.1928655715508727,-46.9517077206536,-5.601240867199337
Pelvis[2] max vel,64,499.14666666666665,-6.6658423282962405,-47.01327540990813,4.378004055393021
Pelvis[2] max vel,65,509.48,-8.199023774162471,-47.48244514843125,3.3886679125408534
Pelvis[2] max vel,66,515.2266666666667,8.831838823352376,-47.25787780784989,-0.4089900276375218
Pelvis[2] max vel,67,521.7466666666667,9.5509019349153,-47.34628652899379,9.613845400419166
Pelvis[2] max vel,68,528.7,-11.286581498080611,-46.53142158528814,8.316523340952571
Pelvis[2] max vel,69,534.7266666666667,-8.890294900150575,-47.42676242742731,5.564802025187461
