Angle Name,Trial ID,Time,Value,Euler,angerror
Pelvis[2] move onset,11,82.69333333333333,1.760778227763702,-76.34491106398758,30.445006814838152
Pelvis[2] move onset,12,89.10666666666667,1.599404434267684,-76.49805613585873,14.34551695590966
Pelvis[2] move onset,13,94.28666666666666,-0.3004030075698998,-77.23306738988508,10.133786776945826
Pelvis[2] move onset,14,100.13333333333334,1.1720640913360116,-77.21328684188165,1.3981926715578226
Pelvis[2] move onset,15,106.1,-1.2513472248629356,-76.3299225651648,-0.9637565320735176
Pelvis[2] move onset,16,111.43333333333334,0.1424397857283953,-76.75526704115794,1.3643516869853016
Pelvis[2] move onset,17,117.58,-1.2810358658566996,-77.14282480851942,2.663335144185993
Pelvis[2] move onset,18,123.82666666666668,0.149572315151026,-76.76079330853891,-0.4377772665436552
Pelvis[2] move onset,19,129.54,-0.4527701879692839,-76.66622690093165,1.5919086916798832
Pelvis[2] move onset,20,135.14,-1.2638620186218268,-77.25418280343098,-0.0245655863379425
Pelvis[2] move onset,21,145.75333333333333,-0.1040739148588001,-77.18802578606406,1.7517197468092434
Pelvis[2] move onset,22,151.8,-1.2051546669679143,-77.83306736462448,1.9649327471993128
Pelvis[2] move onset,23,162.69333333333333,1.717564041800996,-77.51543063884425,1.9534916520349408
Pelvis[2] move onset,24,173.3733333333333,-0.2099842152858126,-77.56101871141267,1.3895403340347912
Pelvis[2] move onset,25,197.98666666666668,-3.210044227786788,-77.08551843402905,-2.5464823651382678
Pelvis[2] move onset,26,206.04666666666665,0.0074385814554746,-77.44944108864804,-3.0238675557966417
Pelvis[2] move onset,27,214.96,0.3628357242850759,-74.50291424986375,-4.867212411961852
Pelvis[2] move onset,28,221.07333333333327,-1.589103920295444,-77.36652390204492,-4.472213880036442
Pelvis[2] move onset,29,226.96,-0.1224912249497755,-77.63581454462451,-4.851309434293789
Pelvis[2] move onset,30,233.62,0.1323943863550428,-77.09175781580883,-3.257421534960457
Pelvis[2] move onset,31,242.12,0.0786549325282824,-78.12621095325447,1.142430384070849
Pelvis[2] move onset,32,246.86666666666667,0.7112587064456096,-78.00842292882068,2.547799016494956
Pelvis[2] move onset,33,253.0133333333333,-0.3596446742792699,-77.1885053197246,0.0147742653871247
Pelvis[2] move onset,34,259.26,0.0536997111569773,-77.5353979746889,-2.3504002431442714
Pelvis[2] move onset,35,266.74666666666667,-0.2815894993788516,-76.83360993122004,-2.4791644320956507
Pelvis[2] move onset,36,273.76,-0.5509227429175606,-77.11578883482608,1.988864127018111
Pelvis[2] move onset,37,280.18666666666667,-0.3756724292114603,-76.81190061220727,-5.499129392646282
Pelvis[2] move onset,38,286.1533333333333,-1.48611005689688,-76.55925599998741,6.32671265930675
Pelvis[2] move onset,39,296.9533333333333,1.4972881534411009,-76.92146728990973,-1.0740112635521086
Pelvis[2] move onset,40,302.58,1.1755125426023263,-77.17381136028659,0.091572678594872
Pelvis[2] move onset,41,309.5133333333333,-2.284545400182481,-77.19267347789591,-1.5347919051882926
Pelvis[2] move onset,42,316.5133333333333,0.898160239256039,-76.94369558658633,3.571258905593929
Pelvis[2] move onset,43,322.74,0.3165223499212696,-76.48990120220921,-0.6612073731176409
Pelvis[2] move onset,44,328.4866666666667,-0.3792501676884808,-76.65222699898916,0.7219820829891432
Pelvis[2] move onset,45,335.02,1.2750834340441608,-76.6103247699365,-2.569077923712264
Pelvis[2] move onset,46,340.38666666666666,-0.2712860308599419,-76.47942520151253,-0.1413855520753415
Pelvis[2] move onset,47,347.74666666666667,-2.775212668063156,-76.80835753197667,2.3757423895662555
Pelvis[2] move onset,48,354.38,0.939026980379854,-77.59733706396005,3.340323344109592
Pelvis[2] move onset,49,361.9266666666667,1.5238139885758175,-77.99259352837664,0.5560528914314986
Pelvis[2] move onset,50,369.32666666666665,1.1492218809017485,-77.465907183292,0.4483118324468478
Pelvis[2] move onset,51,375.3733333333333,-1.2861073959255611,-77.32849562268814,3.6726892822150106
Pelvis[2] move onset,52,382.9066666666667,0.4098538705825529,-77.32318376263876,3.632860918382271
Pelvis[2] move onset,53,390.12,0.8100126483529164,-77.42752455020445,3.1455786594814086
Pelvis[2] move onset,54,397.1533333333333,0.7645840687774235,-77.31312819507617,-1.865977693603675
Pelvis[2] move onset,55,405.5,-0.2863291254849149,-77.3978962454022,-0.8710749896289229
Pelvis[2] move onset,56,411.9266666666667,-0.4005589941045173,-77.30858183988802,4.101702525317847
Pelvis[2] move onset,57,418.7266666666667,1.1005457772551148,-77.32724761080478,-0.2780229139257244
Pelvis[2] move onset,58,427.17333333333335,-0.3464605409613823,-77.49499862891072,1.430187162852313
Pelvis[2] move onset,59,434.2866666666667,0.6165637092896417,-77.34597758922844,-0.3821829275215052
Pelvis[2] move onset,60,441.9333333333333,-0.5941577504327814,-77.47856404243612,0.1462690985309294
Pelvis[2] move onset,61,449.76666666666665,0.2974244293449324,-77.41655015248224,0.955747441824336
Pelvis[2] move onset,62,457.68,-0.2441280222906082,-77.49788181274967,-2.217706785035368
Pelvis[2] move onset,63,464.97333333333336,0.7566471933297672,-77.15726193431806,4.388277137184218
Pelvis[2] move onset,64,470.47333333333336,-0.0434995566880827,-77.24124734087553,1.3472118994238045
Pelvis[2] move onset,65,476.54,0.8629903337595346,-77.04531367966173,0.0110775779913296
Pelvis[2] move onset,66,482.06,-0.9625582516802512,-76.99206857961643,1.4392259231236793
Pelvis[2] move onset,67,489.35333333333335,1.555478961388837,-75.58079405593081,0.1858372622013249
